row.ID,annotation.network.number
4275,NA
4340,NA
4344,NA
4177,NA
3978,NA
4193,NA
4117,NA
4154,NA
4348,NA
4233,NA
4285,NA
4361,NA
4330,NA
4451,NA
4350,NA
4353,NA
4328,NA
4379,NA
4384,NA
4345,NA
4375,NA
4362,NA
4386,NA
4354,NA
4493,NA
4377,NA
4390,NA
4360,NA
4389,NA
4394,NA
4170,NA
4398,NA
4423,NA
4332,NA
4408,NA
4254,NA
4426,NA
4407,NA
4453,NA
4454,NA
4585,NA
4461,NA
4425,NA
4450,NA
4481,NA
4440,NA
4462,NA
4393,NA
4467,NA
4364,NA
4471,NA
4492,NA
4290,NA
4415,NA
4504,NA
4470,NA
4473,NA
4476,NA
4387,NA
4527,NA
4687,NA
4505,NA
4526,NA
4490,NA
4576,NA
4457,NA
4499,NA
4503,NA
4536,NA
4588,NA
4491,NA
4484,NA
4507,NA
4677,NA
4486,NA
4487,NA
4574,NA
4501,NA
4660,NA
4535,NA
4546,NA
4559,NA
4582,NA
4626,NA
4533,NA
4479,NA
4603,87
4502,87
4497,NA
4534,NA
4609,NA
4681,NA
4578,NA
4613,NA
4583,NA
4586,NA
4579,NA
4630,NA
4580,NA
4474,NA
4624,86
4587,NA
4605,NA
4674,NA
4594,NA
4604,NA
4601,NA
4607,NA
4602,NA
4610,NA
4635,NA
4611,NA
4636,86
4641,NA
4651,NA
4664,NA
4702,NA
4648,NA
4729,NA
4683,NA
4531,NA
4595,NA
4696,NA
4668,NA
4703,NA
4692,NA
4720,NA
4251,NA
4693,NA
4620,NA
4575,NA
4695,NA
4740,NA
4783,NA
4667,NA
4701,NA
4733,NA
4554,NA
4698,NA
4616,NA
4752,NA
4343,89
4690,NA
4736,NA
4768,NA
4746,NA
4744,NA
4811,NA
4748,NA
4853,NA
4742,NA
4749,NA
4914,NA
4739,NA
4722,NA
4773,NA
4741,NA
4691,NA
4799,NA
4787,NA
4865,NA
4732,NA
4899,NA
4786,NA
4788,NA
4999,NA
4699,NA
4789,NA
4790,NA
4352,89
4589,NA
4785,NA
4726,NA
4753,NA
4862,NA
4795,NA
4859,NA
4818,NA
4774,NA
4851,NA
4827,NA
4766,NA
4738,NA
4810,NA
4826,NA
4718,NA
4840,NA
4845,NA
4800,NA
4803,NA
4894,NA
4804,NA
4805,NA
4745,NA
4854,NA
4792,NA
4847,NA
4884,NA
4879,NA
4877,NA
4889,NA
4888,NA
4949,NA
4906,NA
4907,NA
4905,NA
4921,NA
4928,NA
4932,NA
4939,NA
4950,NA
4926,NA
4820,NA
4940,NA
4941,NA
4929,NA
4944,NA
4688,NA
5078,NA
4963,NA
4913,NA
4959,NA
4777,NA
4952,NA
5279,NA
4960,NA
4948,NA
4896,NA
4937,NA
4947,NA
4873,NA
4882,NA
4885,NA
4965,NA
4977,NA
4982,NA
4997,NA
4923,NA
4998,NA
5002,NA
4954,NA
5009,NA
4874,NA
4969,NA
4523,NA
4973,NA
5028,NA
5127,NA
4919,NA
5020,NA
5139,NA
5055,NA
5025,NA
5013,NA
5062,NA
5016,NA
4967,NA
5004,NA
5086,NA
5079,NA
5011,NA
5070,NA
5066,NA
5074,NA
5043,NA
5138,NA
5056,NA
5094,NA
5015,NA
5031,NA
5081,NA
5033,NA
5071,NA
5165,NA
5213,NA
5095,NA
5191,NA
5518,NA
4989,NA
5142,NA
5148,NA
5163,NA
5054,NA
5093,NA
5098,NA
5097,NA
5082,NA
5173,NA
5182,NA
5172,NA
5105,NA
5183,NA
5171,NA
5069,NA
5101,NA
5188,NA
5364,NA
5190,NA
5247,NA
5207,NA
5480,NA
5292,NA
5216,NA
5240,NA
5252,NA
5243,NA
5251,NA
5187,NA
5344,NA
5272,NA
5221,NA
5370,NA
5096,NA
5248,NA
5509,NA
